Name,stem,correct_response,response_b,response_c,response_d,best Jasmine,best Julian,best item Josh,agreement,Inferential difficulty,Stem Words,Distractor Difficulty,Background Knowledge,_merge,target_n,strata,proximity_awl,polysemy_awl,frequency_awl,diversity_awl,complexity_awl,tag,Difficulty of other words in stem,Required Background
grueling,"After a GRUELING week of final exams, the students were eager to relax and unwind.",arduous,easy-going,carefree,dull,,best,,,,,,,Matched (3),3,230,-0.3157672,-2.099267,-1.636696,-1.147405,0.52344543,,,
fairlead,"The sailor adjusted the rope, ensuring it ran smoothly through the FAIRLEAD on the deck.",pulley,anchor,mast,compass,,,,,,,,,Matched (3),1,201,-0.1886946,-1.80564,-4.6749678,-2.15169,-1.2429529,,,
dustman,The GRUELING climb to the mountain's peak left the hikers completely drained of energy.,refuse collector,bus driver,baker,musician,,,,,,,,,Matched (3),6,102,-0.2606076,-1.4441431,-4.3059978,-0.7596401,-0.1874572,,,
grueling,The marathon was so GRUELING that many runners collapsed from exhaustion during the race.,exhausting,refreshing,enjoyable,simple,,,,,,,,,Matched (3),2,230,-0.3157672,-2.099267,-1.636696,-1.147405,0.52344543,,,
scald,The nurse warned the patient that the extremely hot compress might SCALD his skin.,blister,soothe,cleanse,soften,,,,,,,,,Matched (3),6,14,1.29459,0.80656302,-2.6992359,-2.331425,-1.525347,,,
bighorn,"While hiking in the mountains, we were fortunate enough to spot a BIGHORN on a rocky ledge.",sheep,bird,lizard,bear,best,,,,,,,,Matched (3),1,121,-0.41466191,-1.674731,-2.40713,-2.833734,3.3022349,,,
heckle,"During the comedian's performance, some audience members began to HECKLE him, disrupting the show.",taunt,applaud,ignore,praise,best,best,best,3,,,,,Matched (3),3,113,0.63807422,-0.8503564,-2.972322,-0.79170609,-1.241866,,,
fusspot,Sarah’s friends find it hard to keep up with her demands sometimes because she can be such a FUSSPOT about things being in order.,nitpicker,leader,newcomer,dreamer,,best,,,,,,,Matched (3),2,101,-0.35677919,-1.73809,-4.2408199,-2.802145,1.620153,,,
awestruck,The little girl was AWESTRUCK as she watched the fireworks light up the night sky.,spellbound,hungry,annoyed,sleepy,,,,,,,,,Matched (3),3,320,-0.3167499,-2.070365,-2.298928,-1.195763,0.0126129,,,
trine,"The ancient manuscript detailed how every 20 years, a rare TRINE of planets would be visible in the night sky.",alignment,explosion,discovery,mystery,best,,,,,,,,Matched (3),2,1,-0.2784304,-1.69938,-4.7801962,-3.144105,-0.17243171,,,
protrusion,"Due to the PROTRUSION on the wall, hanging the painting perfectly flat was a challenge.",bump,hole,mark,artwork,best,,,,,,,,Matched (3),2,413,-0.31331891,-0.86186528,-2.84198,-3.8400431,0.47545919,,,
sexist,Her colleagues accused her of being SEXIST after she made derogatory comments about men's abilities.,prejudiced,thoughtful,curious,humble,,,,,,,,,Matched (3),1,132,-0.0820399,-0.92341328,-1.278107,-2.145349,-0.62240058,,,
connive,It became clear that the two politicians would CONNIVE to undermine their opponent in the upcoming election.,plot,debate,negotiate,reveal,best,,best,2,,,,,Matched (3),3,103,-0.26315349,-0.86938512,-3.664176,-2.0236249,-0.84021032,,,
larval,The biologist emphasized the vulnerability of marine organisms during their LARVAL phase.,early,sophisticated,stagnant,last,,,,,,,,,Matched (3),3,122,0.41066369,-1.021612,-2.038965,-3.3829,-1.004505,,,
glum,"After hearing the bad news, she had a very GLUM expression on her face.",sad,happy,curious,excited,best,,,,,,,,Matched (3),2,22,2.5134561,-0.93412977,-2.116667,-0.75670159,-1.780383,,,
perkiness,"Despite the early hour, Sarah's PERKINESS brightened everyone's spirits at the morning meeting.",cheerfulness,sadness,laziness,anger,,,,,,,,,Matched (3),2,303,2.112375,-0.82512653,-3.8704841,-3.2778621,-1.010304,,,
jag,Emily went on a shopping JAG and came back with bags full of clothes.,spree,routine,project,schedule,,,,,,,,,Matched (3),2,4,12.20553,0.15818051,-4.1214519,-2.702574,-2.1945961,,,
contemporary,The architect used CONTEMPORARY designs to give the building a sleek and up-to-date look.,current,historical,outdated,rustic,best,,,,,,,,Matched (3),2,444,-0.38783199,-0.0122284,0.6645453,0.12890141,2.013484,,,
bile,The BILE secreted by the liver is essential for the digestion of fats.,fluid,enzyme,hormone,vitamin,best,,,,,,,,Matched (3),3,32,9.9766979,-1.16453,-1.22528,-2.910171,-2.1054249,,,
bulgy,His muscles looked BULGY after months of intense weightlifting.,enlarged,weak,narrow,soft,,best,,,,,,,Matched (3),4,0,1.012418,-2.1170831,-3.63605,-2.3103111,-1.1563129,,,
reassert,The company had to REASSERT its commitment to sustainability after facing severe public criticism.,reiterate,ignore,resolve,modify,best,,,,,,,,Matched (3),3,220,-0.29090121,-2.0211029,-2.339967,-0.56720769,-0.2306108,,,
contour,"To ensure the muscles receive enough energy, it's important to OXYGENATE the blood during heavy exercise.",enrich,dehydrate,dilute,cool,,,,,,,,,Matched (3),6,144,-0.28759351,0.49197999,-0.83968961,-0.6492542,-0.63873678,,,
perkiness,"Thanks to the coffee, Mark's PERKINESS returned, making him much more productive at work.",energy,exhaustion,boredom,irritation,best,,,,,,,,Matched (3),6,303,2.112375,-0.82512653,-3.8704841,-3.2778621,-1.010304,,,
warden,The WARDEN of the wildlife reserve was pleased to see an increase in the population of endangered species.,guardian,predator,tourist,scientist,best,best,,2,,,,,Matched (3),1,142,0.62585622,-1.1244251,-0.79612571,-1.023279,-1.150146,,,
sexist,The manager's remarks about female employees were considered SEXIST by the entire office.,discriminatory,complimentary,encouraging,indifferent,,,,,,,,,Matched (3),3,132,-0.0820399,-0.92341328,-1.278107,-2.145349,-0.62240058,,,
misspent,She felt that her talents were MISSPENT in a job that didn't challenge her creatively.,squandered,developed,nurtured,respected,best,,,,,,,,Matched (3),2,212,-0.2478219,-1.4000469,-3.0503819,-2.6606159,0.126407,,,
loquacious,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,sleepy,stubborn,hungry,,,"Krill, error",,,,,,Using only (2),2,0,0,0,0,0,0,,,
phosphorescent,The PHOSPHORESCENT markings on the insect's body made it easily identifiable during night-time field research.,radiant,subdued,shadowy,bleak,best,,,,,,,,Matched (3),3,410,-0.3576476,-2.32178,-2.686379,-1.421068,2.129241,,,
larval,"In the aquarium, the fish are in their LARVAL form, requiring special care and feeding.",immature,developed,ancient,final,,,,,,,,,Matched (3),6,122,0.41066369,-1.021612,-2.038965,-3.3829,-1.004505,,,
respiratory,The pollution in the city has adverse effects on RESPIRATORY health.,breathing,vision,skin,muscular,best,,,,,,,,Matched (3),1,440,-0.1570998,-1.921657,-0.3473022,-1.827666,1.51974,,,
paranoid,"Because he was PARANOID, he always thought his coworkers were talking behind his back.",suspicious,carefree,confident,joyful,,,,,,,,,Matched (3),2,243,0.3343578,-0.88213903,-0.83828598,-1.888139,0.0072689,,,
indelicate,The sudden and INDELICATE comment she made left everyone in the room speechless.,tactless,humorous,heartfelt,friendly,,,,,,,,,Matched (3),2,412,-0.29936731,-0.95933622,-3.2068291,-2.4164979,0.70149249,,,
trine,"The ancient manuscript detailed how every 20 years, a rare TRINE of planets would be visible in the night sky.",alignment,explosion,discovery,mystery,best,best,best,3,,,,,Matched (3),2,1,-0.2784304,-1.69938,-4.7801962,-3.144105,-0.17243171,,,
statehood,,,,,,,,error,,,,,,Master only (1),6,331,-0.30695841,-1.797176,-1.691946,-2.2228019,0.076111801,,,
indelicate,"In a moment of INDELICATE honesty, he revealed what he truly thought about his boss's proposal.",insensitive,delightful,articulate,vague,,best,,,,,,,Matched (3),3,412,-0.29936731,-0.95933622,-3.2068291,-2.4164979,0.70149249,,,
ravishing,The countryside view was so RAVISHING that we stopped frequently to take pictures.,breathtaking,dull,confusing,temporary,,,,,,,,,Matched (3),2,323,0.3565619,-0.67593253,-2.368639,-1.276878,-0.090618499,,,
adaptive,"The new management system is highly ADAPTIVE, allowing it to respond quickly to changes in the market.",flexible,rigid,resistant,passive,best,,,,,,,,Matched (3),1,241,-0.2540803,-1.635638,-1.08948,-1.1548671,-1.026734,,,
apprehensive,Sarah felt APPREHENSIVE about her first day at the new school.,anxious,excited,confident,indifferent,,,,,,,,,Matched (3),2,432,-0.34762409,-0.91998082,-1.553077,0.36933431,1.401337,,,
contour,The plant’s roots need to OXYGENATE through proper soil management to promote healthy growth.,ventilate,moisturize,fertilize,compact,,,,,,,,,Matched (3),1,144,-0.28759351,0.49197999,-0.83968961,-0.6492542,-0.63873678,,,
electro,"Many modern pop songs incorporate ELEMENTS of ELECTRO, making them popular in nightclubs.",electronic,classical,lyrical,narrative,error,,,,,,,,Matched (3),1,112,-0.2422855,-1.115592,-2.6550021,-4.0014949,-0.86608249,,,
angelical,The ANGELICAL appearance of the child captivated all who saw her.,divine,ordinary,mischievous,tired,,,best,,,,,,Matched (3),4,301,1.019376,-1.82298,-4.9739871,-3.9799359,-0.1662222,,,
vodka,,,,,,,low valence,"error, low valence",,,,,,Matched (3),6,40,-0.26617149,-1.936461,-0.93656182,-2.0647719,-0.99949259,,,
bayou,The family took a boat tour to explore the lush vegetation along the BAYOU.,wetland,highway,suburb,prairie,,,,,,,,,Matched (3),3,30,0.0347206,-1.966273,-1.4537081,-2.4100249,-1.581982,,,
awestruck,"The hikers stood at the edge of the Grand Canyon, completely AWESTRUCK by the magnificent view.",amazed,confused,uninterested,frightened,,,,,,,,,Matched (3),2,320,-0.3167499,-2.070365,-2.298928,-1.195763,0.0126129,,,
respiratory,"As part of the physical exam, the nurse checked the patient's RESPIRATORY rate.",breathing,heart,blood,bone,,,,,,,,,Matched (3),2,440,-0.1570998,-1.921657,-0.3473022,-1.827666,1.51974,,,
predictor,The scientist emphasized that the gene could be a critical PREDICTOR of the disease.,sign,cause,treatment,factor,best,best,"best, not good",3,,,,,Matched (3),3,333,-0.27627951,-0.7265473,-1.421664,-2.082128,0.088023998,,,
adaptive,Animals in extreme environments tend to develop ADAPTIVE traits that help them survive.,accommodating,static,harmful,dormant,,,,,,,,,Matched (3),5,241,-0.2540803,-1.635638,-1.08948,-1.1548671,-1.026734,,,
respiratory,The pollution in the city has adverse effects on RESPIRATORY health.,breathing,vision,skin,muscular,best,,best,,,,,,Matched (3),6,440,-0.1570998,-1.921657,-0.3473022,-1.827666,1.51974,,,
electro,"During the party, the DJ played a mix of house, techno, and ELECTRO tracks that kept everyone dancing all night.",electronic,funky,mellow,soulful,error,,,,,,,,Matched (3),2,112,-0.2422855,-1.115592,-2.6550021,-4.0014949,-0.86608249,,,
cymbal,The drummer added a quick crash of the CYMBAL to emphasize the dramatic end to the piece.,gong,drumstick,piano,clarinet,,,,,,,,,Matched (3),1,111,-0.16573361,-1.640889,-2.631809,-1.809988,-1.017489,,,
revealer,The magician amazed the audience by being the REVEALER of the secret behind the trick.,discloser,participant,observer,contestant,,,,,,,,,Matched (3),1,203,0.34346351,-0.29340589,-3.548661,-3.526083,-0.21713629,,,
shiftless,Many saw Andrea as SHIFTLESS because she often avoided completing her tasks.,idle,diligent,irritated,curious,best,,,,,,,,Matched (3),3,311,-0.2794365,-1.748387,-2.5975051,-0.3383114,-0.1079961,,,
cock,The rooster began to COCK its head curiously at the noise coming from the barn.,tilt,hide,boast,perch,best,best,"best, low valence",3,,,,,Matched (3),3,44,7.8873739,1.550397,-0.51192141,-1.025781,-2.303277,,,
guerrilla,Training became essential for navigating the challenging tactics of GUERRILLA warfare.,insurgent,traditional,formal,orderly,low valence,,,,,,,,Matched (3),3,342,-0.33313689,-1.17221,-0.70110953,-1.929737,-0.018197101,,,
awestruck,The audience was AWESTRUCK by the magician's incredible performance.,astonished,bored,irritated,sleepy,best,,,,,,,,Matched (3),6,320,-0.3167499,-2.070365,-2.298928,-1.195763,0.0126129,,,
heroin,Law enforcement agencies are ramping up efforts to combat HEROIN trafficking across the state.,narcotic,contraband,produce,documents,low valence,,,,,,,,Matched (3),3,141,0.31694669,-1.678611,-0.46049181,-3.16364,-0.96431422,,,
Statehood,"After years of debate and political struggle, the territory was finally granted STATEHOOD.",autonomy,legislation,infrastructure,citizenship,best,,,,,,,,Using only (2),3,0,0,0,0,0,0,,,
prior,The regulations require that any changes be approved by the committee PRIOR to implementation.,before,along,regarding,despite,,,,,,,,,Matched (3),3,43,-0.098242998,-0.36258131,0.88622171,1.053866,-1.584538,,,
ravishing,The bride looked absolutely RAVISHING in her elegant white gown.,stunning,plain,frugal,tiresome,,,,,,,,,Matched (3),3,323,0.3565619,-0.67593253,-2.368639,-1.276878,-0.090618499,,,
absurd,It seemed ABSURD to wear a coat in the middle of summer.,nonsensical,stylish,elegant,traditional,best,,,,,,,,Matched (3),6,143,-0.27547029,-0.33618081,-0.1334749,0.4164384,-0.9263159,,,
maser,Researchers have utilized a MASER to improve the accuracy of space communication systems.,device,protocol,field,experiment,error,best,,,,,,,Matched (3),1,10,-0.33237791,-2.029043,-2.793901,-2.6734631,1.335739,,,
buttonhook,She demonstrated how to use a BUTTONHOOK to make fastening the buttons on her dress much easier.,device,trick,pattern,cloth,,,"best, not good",,,,,,Matched (3),1,400,-0.30595151,-2.28158,-4.939497,-2.975148,0.63547248,,,
trine,"During the TRINE, the three celestial bodies formed a perfect triangle, mesmerizing everyone at the observatory.",configuration,alignment,disturbance,chaos,,,,,,,,,Matched (3),3,1,-0.2784304,-1.69938,-4.7801962,-3.144105,-0.17243171,,,
fairlead,The FAIRLEAD was crucial in keeping the cable aligned and prevented it from getting tangled.,conduit,net,hull,rudder,,,best,,,,,,Matched (3),2,201,-0.1886946,-1.80564,-4.6749678,-2.15169,-1.2429529,,,
respiratory,"As part of the physical exam, the nurse checked the patient's RESPIRATORY rate.",breathing,heart,blood,bone,,,,,,,,,Matched (3),2,440,-0.1570998,-1.921657,-0.3473022,-1.827666,1.51974,,,
grueling,The GRUELING climb to the mountain's peak left the hikers completely drained of energy.,strenuous,leisurely,effortless,relaxing,best,,best,2,,,,,Matched (3),1,230,-0.3157672,-2.099267,-1.636696,-1.147405,0.52344543,,,
siege,"The castle endured a long SIEGE, with supplies dwindling and morale sinking.",blockade,celebration,journey,refurbishment,best,,,,,,,,Matched (3),3,42,1.2399991,-1.067807,-0.54198372,-0.71689749,-1.78505,,,
sexist,Her colleagues accused her of being SEXIST after she made derogatory comments about men's abilities.,prejudiced,thoughtful,curious,humble,,,,,,,,,Matched (3),6,132,-0.0820399,-0.92341328,-1.278107,-2.145349,-0.62240058,,,
guardroom,The soldiers gathered in the GUARDROOM to plan their next move.,watchroom,kitchen,library,garden,error,,,,,,,,Matched (3),2,302,-0.27856901,-1.398705,-4.6881781,-2.972898,0.0422123,,,
courtyard,The children played in the spacious COURTYARD until the sun went down.,enclosure,living room,balcony,alley,,,,,,,,,Matched (3),2,341,-0.30782959,-1.686005,-0.46833819,-0.76049489,0.28262949,,,
tote,The volunteers will TOTE chairs and tables to the park for the community event.,haul,borrow,forget,design,,,,,,,,,Matched (3),2,33,7.4764848,-0.80139607,-1.6799819,-2.800555,-2.0980661,,,
tote,The volunteers will TOTE chairs and tables to the park for the community event.,haul,borrow,forget,design,,,,,,,,,Matched (3),2,33,7.4764848,-0.80139607,-1.6799819,-2.800555,-2.0980661,,,
seer,The villagers sought guidance from the SEER before making important decisions.,oracle,farmer,captain,musician,,,best,,,,,,Matched (3),3,23,5.6484151,-0.32464051,-2.3000319,-1.226426,-2.234185,,,
samarium,"After the completion of the nuclear reactor, the engineers analyzed the role of SAMARIUM in the reactor's efficiency.",element,device,experiment,formula,none,,,,,,,,Matched (3),3,200,-0.3002333,-2.054909,-4.881928,-4.672986,0.65956962,,,
scrubwoman,The company's new SCRUBWOMAN was very efficient at handling the nightly cleaning duties.,custodian,technician,analyst,operator,,,,,,,,,Matched (3),2,402,-0.30636829,-1.224812,-4.7836251,-1.54872,1.176652,,,
furl,"Before the storm hit, the sailors needed to FURL the sails to prevent any damage.",wrap up,hoist,sew,mend,,,,,,,,,Matched (3),3,2,4.4475169,-1.202444,-3.6364181,-1.876068,-2.0004311,,,
conscientious,"The team appreciated how CONSCIENTIOUS their leader was, always paying attention to every detail in the projects.",meticulous,spontaneous,mundane,erratic,best,,,,,,,,Matched (3),6,442,-0.37063631,-0.95450288,-1.02028,0.67162228,1.7615319,,,
treble,"When the TREBLE was too high, the sound became sharp and piercing.",treble,distortion,duration,tone,none,,,,,,,,Matched (3),2,124,-0.1815047,0.99892628,-2.01633,-2.3757031,-1.142134,,,
loquacious,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,quiet,shy,polite,,,"Krill, error",,,,,,Using only (2),1,0,0,0,0,0,0,,,
screenwriting,"SCREENWRITING requires a unique set of skills, different from those needed for writing novels or short stories.",scriptwriting,cooking,gardening,decorating,error,,,,,,,,Matched (3),2,403,-0.26634029,-0.78850579,-3.3355429,-3.0004599,0.0088337,,,
protrusion,The rock had a small PROTRUSION that tripped several hikers.,bulge,indentation,groove,crack,,,,,,,,,Matched (3),1,413,-0.31331891,-0.86186528,-2.84198,-3.8400431,0.47545919,,,
leukemia,"Research teams are tirelessly working to find a cure for LEUKEMIA, a devastating illness.",blood cancer,arthritis,eczema,asthma,low valence,,,,,,,,Matched (3),4,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
mousy,"Despite her talent, Lily often felt overshadowed as her more outspoken friends considered her too MOUSY to make an impact.",timid,confident,creative,loud,,,,,,,,,Matched (3),1,13,0.89446092,-0.3272649,-2.6498239,-1.124418,-1.435003,,,
dustman,The GRUELING climb to the mountain's peak left the hikers completely drained of energy.,trash collector,mechanic,chef,pilot,,,,,,,,,Matched (3),2,102,-0.2606076,-1.4441431,-4.3059978,-0.7596401,-0.1874572,,,
twain,"The river divided the land into TWAIN sections, each with its own distinct ecosystem.",two,upstream,large,ancient,best,,,,,,,,Matched (3),1,31,-0.2780019,-1.531244,-1.344256,-0.1242228,0.54951268,,,
revealer,The archaeologist was thrilled to be the REVEALER of the ancient tomb's hidden treasures.,unveiler,guard,explorer,visitor,,best,"best, not good",2,,,,,Matched (3),2,203,0.34346351,-0.29340589,-3.548661,-3.526083,-0.21713629,,,
loquacious,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,quiet,shy,polite,,,"Krill, error",,,,,,Using only (2),6,0,0,0,0,0,0,,,
screenwriting,His passion for SCREENWRITING began when he watched his first classic film and imagined writing his own someday.,scriptwriting,acting,painting,sculpting,error,,,,,,,,Matched (3),6,403,-0.26634029,-0.78850579,-3.3355429,-3.0004599,0.0088337,,,
twain,"The treasure map indicated that the path would split in TWAIN, leading explorers in separate directions.",two,danger,mystery,wilderness,,,"best, not good",,,,,,Matched (3),2,31,-0.2780019,-1.531244,-1.344256,-0.1242228,0.54951268,,,
loquacious,Scientists are studying the impact of climate change on the population of KRILL in Antarctic waters.,talkative,sleepy,stubborn,hungry,,,"Krill, error",,,,,,Using only (2),2,0,0,0,0,0,0,,,
trait,John's kindness is a TRAIT that everyone admires.,characteristic,habit,detail,manner,best,,,,,,,,Matched (3),6,41,1.508086,-1.588469,-0.40775961,-0.34008011,-1.716779,,,
fatality,"The accident on the highway resulted in a FATALITY, prompting an immediate investigation.",death,delay,rescue,celebration,low valence,,,,,,,,Matched (3),6,233,-0.2953181,-0.50554347,-1.753395,-1.673229,0.088079698,,,
leukemia,"The doctor informed the patient that they had LEUKEMIA, which would require immediate treatment.",blood cancer,pneumonia,diabetes,hypertension,low valence,,,,,,,,Matched (3),1,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
tabernacle,,,,,,,,,,,,,,Master only (1),1,423,-0.3459444,-0.4957917,-1.9897389,-2.477046,0.8930887,,,
untimely,The CEO's UNTIMELY resignation left the company in disarray.,premature,celebrated,prolonged,notorious,best,,,,,,,,Matched (3),6,234,-0.2843869,-0.1359382,-1.853285,-0.1199215,-0.1344692,,,
leukemia,"The doctor informed the patient that they had LEUKEMIA, which would require immediate treatment.",blood cancer,pneumonia,diabetes,hypertension,low valence,best,,,,,,,Matched (3),6,240,-0.31665069,-2.0527489,-1.097963,-4.2865329,0.1438029,,,
newsgroup,Alex spent hours each day reading posts and engaging in discussions on the NEWGROUP related to his favorite hobby.,forum,article,journal,newsletter,error,,"best, error",,,,,,Matched (3),6,313,-0.1684902,-0.53684568,-3.0395761,-3.9820509,1.509396,,,
camion,"The CAMION broke down on the highway, causing a significant delay in delivery.",truck,car,bike,cart,best,,,,,,,,Matched (3),1,100,-0.2961998,-1.921082,-4.548708,-4.2347031,0.1059327,,,
siege,"During the SIEGE, the defenders tried to negotiate terms of surrender with the besieging army.",blockade,festival,expedition,reconstruction,,best,,,,,,,Matched (3),6,42,1.2399991,-1.067807,-0.54198372,-0.71689749,-1.78505,,,
buttonhook,She demonstrated how to use a BUTTONHOOK to make fastening the buttons on her dress much easier.,device,trick,pattern,cloth,,,,,,,,,Matched (3),6,400,-0.30595151,-2.28158,-4.939497,-2.975148,0.63547248,,,
krill,Whales often feed on vast swarms of KRILL in the ocean.,shrimp,algae,plankton,seaweed,best,,,,,,,,Matched (3),2,20,-0.34873489,-2.2134731,-2.2394321,-4.1432748,1.261026,,,
fairlead,"To reduce the wear on the lines, we passed the ropes through the FAIRLEAD before securing them.",guide,knot,sail,harpoon,best,best,best,3,,,,,Matched (3),3,201,-0.1886946,-1.80564,-4.6749678,-2.15169,-1.2429529,,,
womenfolk,"The festival was eagerly anticipated by the entire village, especially the WOMENFOLK who had prepared special dishes and decorations.",ladies,children,elders,merchants,,,,,,,,,Matched (3),1,310,-0.32431629,-2.1497171,-2.9336181,-2.129437,0.66396731,,,
smoggy,"Because the weather was SMOGGY, many people decided to stay indoors.",polluted,sunny,windy,calm,best,,,,,,,,Matched (3),2,110,-0.26824731,-2.0556059,-2.999346,-2.363709,-0.157974,,,
heroin,The rising number of overdoses in the city has been attributed to the increase in HEROIN use.,narcotic,aspirin,vitamin,beverage,low valence,low valence,,,,,,,Matched (3),2,141,0.31694669,-1.678611,-0.46049181,-3.16364,-0.96431422,,,
contemporary,"As a CONTEMPORARY of Shakespeare, Christopher Marlowe shared similar themes in his plays.",peer,critic,historian,admirer,,,,,,,,,Matched (3),3,444,-0.38783199,-0.0122284,0.6645453,0.12890141,2.013484,,,
bighorn,"Rangers at the wildlife reserve are dedicated to protecting the BIGHORN, which is often targeted by poachers.",sheep,wolf,eagle,tiger,,,,,,,,,Matched (3),2,121,-0.41466191,-1.674731,-2.40713,-2.833734,3.3022349,,,
divvy,"After the marathon, the organizers decided to DIVVY up the prize money equally among the top finishers.",distribute,cook,collect,subtract,best,,,,,,,,Matched (3),1,11,-0.0276288,-1.5388,-3.0263779,-3.5673699,-1.386676,,,
flatfoot,"The old FLATFOOT’s days of chasing criminals were long behind him, but he still had valuable stories to tell.",detective,thief,musician,athlete,best,,,,,,,,Matched (3),6,202,-0.2466592,-1.381254,-3.907021,-2.541116,-0.0142465,,,
cosmology,"In his lectures, the professor discussed the principles of COSMOLOGY and how they relate to the origins of the universe.",astrophysics,geology,anthropology,archaeology,best,,,,,,,,Matched (3),2,332,-0.33200139,-0.91608858,-1.528409,-2.5938151,0.7309643,,,
boathouse,"After a long day on the lake, the fishermen returned their boat to the BOATHOUSE.",pier,restaurant,station,shed,best,,,,,,,,Matched (3),5,321,-0.26764661,-1.670868,-2.0409291,-2.2896399,-0.28770381,,,
scrubwoman,The company's new SCRUBWOMAN was very efficient at handling the nightly cleaning duties.,custodian,technician,analyst,operator,,,,,,,,,Matched (3),2,402,-0.30636829,-1.224812,-4.7836251,-1.54872,1.176652,,,
fusspot,"Because Martha is a FUSSPOT when it comes to cleanliness, her house is always spotless but it drives her family crazy.",fussbudget,traveler,extrovert,gambler,,,,,,,,,Matched (3),1,101,-0.35677919,-1.73809,-4.2408199,-2.802145,1.620153,,,
fatality,"Due to the intense storm, the news reported a FATALITY in the coastal town.",casualty,arrival,victory,performance,low valence,,,,,,,,Matched (3),2,233,-0.2953181,-0.50554347,-1.753395,-1.673229,0.088079698,,,
drowse,The hot summer afternoon made me want to DROWSE under the shade of the old oak tree.,nap,study,argue,jump,,,,,,,,,Matched (3),3,104,0.76799208,-0.2653406,-3.840909,-2.2172611,-1.492648,,,
privy,Only senior members of the team are PRVY to the details of the new project.,informed,assigned,interested,prejudiced,best,,,,,,,,Matched (3),3,34,-0.17536791,-0.1097499,-1.381842,-0.98187321,-1.287394,,,
cosmology,The book on COSMOLOGY provided an in-depth understanding of the universe’s evolution from the Big Bang to the present day.,astrophysics,biology,sociology,archaeology,,,,,,,,,Matched (3),6,332,-0.33200139,-0.91608858,-1.528409,-2.5938151,0.7309643,,,
proportionate,Her salary increase was PROPORTIONATE to her contribution to the project.,equivalent,irrelevant,minor,unexpected,,,,,,,,,Matched (3),2,433,-0.3325581,-0.44431701,-1.646377,0.27366021,1.445199,,,
sexist,The manager's remarks about female employees were considered SEXIST by the entire office.,discriminatory,complimentary,encouraging,indifferent,,best,best,2,,,,,Matched (3),3,132,-0.0820399,-0.92341328,-1.278107,-2.145349,-0.62240058,,,
privy,She was not PRVY to the confidential information discussed in the meeting.,aware,opposed,capable,reliant,,,best,,,,,,Matched (3),6,34,-0.17536791,-0.1097499,-1.381842,-0.98187321,-1.287394,,,
adaptive,Animals in extreme environments tend to develop ADAPTIVE traits that help them survive.,accommodating,static,harmful,dormant,,,,,,,,,Matched (3),2,241,-0.2540803,-1.635638,-1.08948,-1.1548671,-1.026734,,,
contour,The plant’s roots need to OXYGENATE through proper soil management to promote healthy growth.,ventilate,moisturize,fertilize,compact,,best,best,2,,,,,Matched (3),6,144,-0.28759351,0.49197999,-0.83968961,-0.6492542,-0.63873678,,,
womenfolk,"During the gathering, the men discussed politics while the WOMENFOLK shared family stories and recipes.",ladies,youngsters,scholars,musicians,,,,,,,,,Matched (3),2,310,-0.32431629,-2.1497171,-2.9336181,-2.129437,0.66396731,,,
contour,"To ensure the muscles receive enough energy, it's important to OXYGENATE the blood during heavy exercise.",enrich,dehydrate,dilute,cool,,,,,,,,,Matched (3),6,144,-0.28759351,0.49197999,-0.83968961,-0.6492542,-0.63873678,,,
snakeroot,Early settlers believed that SNAKEROOT could help cure snake bites and other venomous encounters.,herb,charm,spell,prayer,,,,,,,,,Matched (3),3,304,-0.028939201,-0.0078959,-4.5115299,-1.792186,-1.387576,,,
depiction,The movie's DEPICTION of historical events was praised for its accuracy and attention to detail.,representation,omission,invention,avoidance,best,,,,,,,,Matched (3),2,334,-0.291242,0.1579157,-1.692847,-2.6202991,-0.031723399,,,
cock,She had to COCK the hammer back before taking aim with the rifle.,pull back,hide,drop,lift,,,,,,,,,Matched (3),2,44,7.8873739,1.550397,-0.51192141,-1.025781,-2.303277,,,
bulgy,"The old, BULGY suitcase seemed like it would burst open at any moment.",protruding,compact,invisible,empty,best,,,,,,,,Matched (3),3,0,1.012418,-2.1170831,-3.63605,-2.3103111,-1.1563129,,,
electro,"The band's latest album features a wide range of genres, with a significant influence from ELECTRO music.",electronic,acoustic,jazz,classical,error,,"best, not good",,,,,,Matched (3),3,112,-0.2422855,-1.115592,-2.6550021,-4.0014949,-0.86608249,,,
Tabernacle,,,,,,,,,,,,,,Using only (2),3,0,0,0,0,0,0,,,
scald,"Be careful when pouring the boiling water, or you might SCALD yourself.",burn,injure,annoy,splash,best,,,,,,,,Matched (3),2,14,1.29459,0.80656302,-2.6992359,-2.331425,-1.525347,,,
scald,The chef quickly learned that it was easy to SCALD the milk if he wasn't attentive.,overheat,stir,cool,smell,,,,,,,,,Matched (3),3,14,1.29459,0.80656302,-2.6992359,-2.331425,-1.525347,,,
maintain,It is crucial to MAINTAIN a healthy diet to ensure long-term fitness.,sustain,disrupt,initiate,conclude,,,,,,,,,Matched (3),3,244,-0.2935206,1.158138,1.227385,1.317452,-0.53492612,,,
