target_word,frequency_awl,complexity_awl,proximity_awl,diversity_awl,polysemy_awl,strata,stem,correct_response,response_b,response_c,response_d,_merge,target_n
shiftless,-2.5975051,-.1079961,-.2794365,-.3383114,-1.748387,311,"Despite having numerous opportunities, Mark remained SHIFTLESS and never sought employment.",lazy,ambitious,nervous,patient,Matched (3),2
shiftless,-2.5975051,-.1079961,-.2794365,-.3383114,-1.748387,311,Many saw Andrea as SHIFTLESS because she often avoided completing her tasks.,idle,diligent,irritated,curious,Matched (3),3
shilling,-3.122968,-1.072482,2.026552,-.4054395,.1145832,214,,,,,,Master only (1),1
siege,-.54198372,-1.78505,1.2399991,-.71689749,-1.067807,42,"During the SIEGE, the defenders tried to negotiate terms of surrender with the besieging army.",blockade,festival,expedition,reconstruction,Matched (3),1
siege,-.54198372,-1.78505,1.2399991,-.71689749,-1.067807,42,"The ancient city was under SIEGE for months, with enemy forces surrounding it completely.",blockade,vacation,appointment,restoration,Matched (3),2
siege,-.54198372,-1.78505,1.2399991,-.71689749,-1.067807,42,"The castle endured a long SIEGE, with supplies dwindling and morale sinking.",blockade,celebration,journey,refurbishment,Matched (3),3
slutty,-3.1229911,-.69215631,-.2303949,-2.252095,-.038118701,114,,,,,,Master only (1),1
smoggy,-2.999346,-.157974,-.26824731,-2.363709,-2.0556059,110,"The air in the city was very SMOGGY, making it difficult to see the skyline.",hazy,clear,breezy,humid,Matched (3),1
smoggy,-2.999346,-.157974,-.26824731,-2.363709,-2.0556059,110,"Because the weather was SMOGGY, many people decided to stay indoors.",polluted,sunny,windy,calm,Matched (3),2
smoggy,-2.999346,-.157974,-.26824731,-2.363709,-2.0556059,110,The SMOGGY conditions in the industrial area were a cause for health concerns.,foggy,pristine,arid,tranquil,Matched (3),3
snakeroot,-4.5115299,-1.387576,-.028939201,-1.792186,-.0078958999,304,Botanists are studying the properties of SNAKEROOT to determine its potential medicinal benefits.,root,experiment,result,discovery,Matched (3),1
snakeroot,-4.5115299,-1.387576,-.028939201,-1.792186,-.0078958999,304,The herbalist recommended using SNAKEROOT to treat the patient's inflammatory condition.,plant,medicine,ritual,diet,Matched (3),2
snakeroot,-4.5115299,-1.387576,-.028939201,-1.792186,-.0078958999,304,Early settlers believed that SNAKEROOT could help cure snake bites and other venomous encounters.,herb,charm,spell,prayer,Matched (3),3
statehood,-1.691946,.076111801,-.30695841,-2.2228019,-1.797176,331,,,,,,Master only (1),1
supposition,-1.699127,.65526181,-.3182517,-.84053129,-.2066811,434,,,,,,Master only (1),1
surveillance,-.38584459,1.111349,-.3610445,-.4838253,-1.722721,441,"Due to the high level of SURVEILLANCE, the spies found it difficult to carry out their mission.",scrutiny,freedom,tension,silence,Matched (3),1
surveillance,-.38584459,1.111349,-.3610445,-.4838253,-1.722721,441,The government used advanced technology for SURVEILLANCE to keep an eye on potential threats.,observation,communication,negotiation,legislation,Matched (3),2
surveillance,-.38584459,1.111349,-.3610445,-.4838253,-1.722721,441,The store increased its SECURITY after a series of thefts were reported.,monitoring,management,inventory,staffing,Matched (3),3
tabernacle,-1.9897389,.8930887,-.3459444,-2.477046,-.4957917,423,,,,,,Master only (1),1
thoroughly,.44315171,.1368884,-.3255941,1.278632,-.57954389,443,The inspector checked the equipment THOROUGHLY to ensure safety compliance.,comprehensively,hastily,intermittently,selectively,Matched (3),1
thoroughly,.44315171,.1368884,-.3255941,1.278632,-.57954389,443,She reviewed her essay THOROUGHLY before submitting it to her professor.,meticulously,briefly,casually,occasionally,Matched (3),2
thoroughly,.44315171,.1368884,-.3255941,1.278632,-.57954389,443,"After cleaning the house THOROUGHLY, she was exhausted but satisfied with the result.",completely,partially,randomly,quickly,Matched (3),3
tote,-1.6799819,-2.0980661,7.4764848,-2.800555,-.80139607,33,She decided to TOTE all the groceries in a reusable bag instead of using plastic bags.,carry,cook,sell,store,Matched (3),1
tote,-1.6799819,-2.0980661,7.4764848,-2.800555,-.80139607,33,The volunteers will TOTE chairs and tables to the park for the community event.,haul,borrow,forget,design,Matched (3),2
tote,-1.6799819,-2.0980661,7.4764848,-2.800555,-.80139607,33,"During the hike, they had to TOTE their supplies across rough terrain.",transport,consume,leave,inspect,Matched (3),3
trait,-.40775961,-1.716779,1.508086,-.34008011,-1.588469,41,John's kindness is a TRAIT that everyone admires.,characteristic,habit,detail,manner,Matched (3),1
trait,-.40775961,-1.716779,1.508086,-.34008011,-1.588469,41,Creativity is a TRAIT commonly found among artists and innovators.,quality,role,activity,action,Matched (3),2
trait,-.40775961,-1.716779,1.508086,-.34008011,-1.588469,41,One important TRAIT of a successful leader is the ability to communicate effectively.,attribute,strategy,method,tool,Matched (3),3
treble,-2.01633,-1.142134,-.1815047,-2.3757031,.99892628,124,The audio engineer boosted the TREBLE to make the vocals clearer in the mix.,high-pitched,volume,balance,harmony,Matched (3),1
treble,-2.01633,-1.142134,-.1815047,-2.3757031,.99892628,124,"When the TREBLE was too high, the sound became sharp and piercing.",treble,distortion,duration,tone,Matched (3),2
treble,-2.01633,-1.142134,-.1815047,-2.3757031,.99892628,124,The musician adjusted the settings to increase the TREBLE for a brighter sound.,high-frequency,bass,tempo,rhythm,Matched (3),3
trine,-4.7801962,-.17243171,-.2784304,-3.144105,-1.69938,1,"Astrologers believe that when a TRINE occurs, it often signifies a period of harmony and balance.",conjunction,conflict,separation,growth,Matched (3),1
trine,-4.7801962,-.17243171,-.2784304,-3.144105,-1.69938,1,"The ancient manuscript detailed how every 20 years, a rare TRINE of planets would be visible in the night sky.",alignment,explosion,discovery,mystery,Matched (3),2
trine,-4.7801962,-.17243171,-.2784304,-3.144105,-1.69938,1,"During the TRINE, the three celestial bodies formed a perfect triangle, mesmerizing everyone at the observatory.",configuration,alignment,disturbance,chaos,Matched (3),3
tsar,-2.026294,-1.858747,.89326721,-3.3477709,-1.817312,21,The angry dog began to GNASH its teeth at the approaching stranger.,grind,wag,lick,purr,Matched (3),1
tsar,-2.026294,-1.858747,.89326721,-3.3477709,-1.817312,21,She would often GNASH her teeth in her sleep due to stress.,grind,hum,breathe,talk,Matched (3),2
tsar,-2.026294,-1.858747,.89326721,-3.3477709,-1.817312,21,"During the reign of the TSAR, the nation saw significant expansion and the establishment of a strong centralized government.",monarch,general,citizen,traveler,Matched (3),3
tsar,-2.026294,-1.858747,.89326721,-3.3477709,-1.817312,21,"The lavish lifestyle of the TSAR was often at odds with the poverty of the peasantry, leading to growing unrest among the populace.",ruler,poet,artist,soldier,Matched (3),4
tsar,-2.026294,-1.858747,.89326721,-3.3477709,-1.817312,21,"During the intense argument, he could only GNASH his teeth in frustration.",grind,cheer,speak,relax,Matched (3),5
tsar,-2.026294,-1.858747,.89326721,-3.3477709,-1.817312,21,"The TSAR's rule was marked by both opulence and autocracy, greatly influencing the history of Russia.",emperor,civilian,merchant,farmer,Matched (3),6
twain,-1.344256,.54951268,-.2780019,-.1242228,-1.531244,31,"The river divided the land into TWAIN sections, each with its own distinct ecosystem.",two,upstream,large,ancient,Matched (3),1
twain,-1.344256,.54951268,-.2780019,-.1242228,-1.531244,31,"The treasure map indicated that the path would split in TWAIN, leading explorers in separate directions.",two,danger,mystery,wilderness,Matched (3),2
twain,-1.344256,.54951268,-.2780019,-.1242228,-1.531244,31,"The poet famously wrote about the day when the lovers would be together again, no longer separated by TWAIN roads.",two,winding,narrow,dusty,Matched (3),3
uncivilized,-1.973217,1.2863261,-.142992,-.94818372,-1.708593,421,"The villagers considered the new settlers’ behavior to be quite UNCIVILIZED, lacking any form of etiquette or decency.",rude,sophisticated,mundane,helpful,Matched (3),1
uncivilized,-1.973217,1.2863261,-.142992,-.94818372,-1.708593,421,The early settlers faced harsh conditions and had to resort to what some would call UNCIVILIZED methods to survive in the new land.,savage,ethical,cautious,pleasant,Matched (3),2
uncivilized,-1.973217,1.2863261,-.142992,-.94818372,-1.708593,421,"The explorers encountered an UNCIVILIZED tribe in the dense jungle, one that had never had contact with the outside world.",barbaric,modern,tidy,friendly,Matched (3),3
untimely,-1.853285,-.1344692,-.2843869,-.1199215,-.1359382,234,The CEO's UNTIMELY resignation left the company in disarray.,premature,celebrated,prolonged,notorious,Matched (3),1
untimely,-1.853285,-.1344692,-.2843869,-.1199215,-.1359382,234,Her UNTIMELY death shocked the entire community.,premature,predictable,averted,harmonious,Matched (3),2
untimely,-1.853285,-.1344692,-.2843869,-.1199215,-.1359382,234,The UNTIMELY arrival of the storm disrupted our outdoor event.,premature,welcome,sluggish,awkward,Matched (3),3
uppercut,-2.6174669,.020571699,-.29922429,-3.5175231,-1.594432,211,The boxer surprised his opponent with a quick UPPERCUT to the chin.,punch,block,jump,kick,Matched (3),1
uppercut,-2.6174669,.020571699,-.29922429,-3.5175231,-1.594432,211,An effective UPPERCUT can often lead to a knockout in a boxing match.,blow,stumble,dodge,feint,Matched (3),2
uppercut,-2.6174669,.020571699,-.29922429,-3.5175231,-1.594432,211,His training focused on perfecting the UPPERCUT for better performance in the ring.,strike,jog,clap,bow,Matched (3),3
urbane,-2.3231399,-1.097759,.1370928,-.77313328,-1.99813,120,The diplomat's URBANE manner made negotiations smoother and more pleasant.,sophisticated,rough,awkward,simplistic,Matched (3),1
urbane,-2.3231399,-1.097759,.1370928,-.77313328,-1.99813,120,"Despite the chaotic environment, she managed to maintain an URBANE demeanor that impressed everyone.",cultured,clumsy,naive,brash,Matched (3),2
urbane,-2.3231399,-1.097759,.1370928,-.77313328,-1.99813,120,"His URBANE conversation charmed the guests at the dinner party, making him the center of attention.",refined,dull,blunt,inexperienced,Matched (3),3
vodka,-.93656182,-.99949259,-.26617149,-2.0647719,-1.936461,40,,,,,,Matched (3),1
vodka,-.93656182,-.99949259,-.26617149,-2.0647719,-1.936461,40,,,,,,Matched (3),2
vodka,-.93656182,-.99949259,-.26617149,-2.0647719,-1.936461,40,,,,,,Matched (3),3
warden,-.79612571,-1.150146,.62585622,-1.023279,-1.1244251,142,The WARDEN of the wildlife reserve was pleased to see an increase in the population of endangered species.,guardian,predator,tourist,scientist,Matched (3),1
warden,-.79612571,-1.150146,.62585622,-1.023279,-1.1244251,142,"Due to its porous nature, SANDSTONE is often used in buildings where intricate designs are required.",sedimentary rock,limestone,basalt,schist,Matched (3),2
warden,-.79612571,-1.150146,.62585622,-1.023279,-1.1244251,142,The PRISON'S WARDEN announced new policies to improve inmate rehabilitation programs.,superintendent,prisoner,visitor,officer,Matched (3),3
warden,-.79612571,-1.150146,.62585622,-1.023279,-1.1244251,142,"After months of careful planning, the WARDEN successfully implemented a new security system.",administrator,guard,janitor,technician,Matched (3),4
warden,-.79612571,-1.150146,.62585622,-1.023279,-1.1244251,142,"The ancient cliff dwellings were composed of soft, easily eroded SANDSTONE.",sedimentary rock,granite,marble,quartz,Matched (3),5
warden,-.79612571,-1.150146,.62585622,-1.023279,-1.1244251,142,The geologist explained that the layers within the SANDSTONE were formed over millions of years by sediment deposition.,sedimentary rock,igneous rock,metamorphic rock,pumice,Matched (3),6
womenfolk,-2.9336181,.66396731,-.32431629,-2.129437,-2.1497171,310,"The festival was eagerly anticipated by the entire village, especially the WOMENFOLK who had prepared special dishes and decorations.",ladies,children,elders,merchants,Matched (3),1
womenfolk,-2.9336181,.66396731,-.32431629,-2.129437,-2.1497171,310,"During the gathering, the men discussed politics while the WOMENFOLK shared family stories and recipes.",ladies,youngsters,scholars,musicians,Matched (3),2
womenfolk,-2.9336181,.66396731,-.32431629,-2.129437,-2.1497171,310,"In many traditional communities, the responsibility of preserving cultural heritage often falls to the WOMENFOLK.",ladies,leaders,traders,warriors,Matched (3),3
wormhole,-2.118541,-.16423281,-.2941111,-2.258543,-1.735162,221,Scientists believe that a WORMHOLE could allow faster-than-light travel by creating a shortcut through space and time.,tunnel,black hole,barrier,illusion,Matched (3),1
wormhole,-2.118541,-.16423281,-.2941111,-2.258543,-1.735162,221,The concept of a WORMHOLE is intriguing because it suggests a direct route connecting two distant points in the universe.,gateway,obstacle,theory,sensation,Matched (3),2
wormhole,-2.118541,-.16423281,-.2941111,-2.258543,-1.735162,221,"In the movie, the astronauts enter a WORMHOLE to explore a distant galaxy, hoping it will lead to habitable planets.",passage,crater,device,adventure,Matched (3),3
